GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,CS2001,CS2002,CS2003,CS2004,CS2005,CS2006,CS2007,CS2008,CS2009,CS2010,CS2011,CS2012,CS2013,CS2014,CS2015,CY7001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Standard Consolidated Statistical Area Code,Standard Metropolitan Statistical Area Code,Urban Area Code,Area Name,1970 Central County Code,Central Business District,State Economic Area,Paying cash rent: Less than $30,Paying cash rent: $30-$39,Paying cash rent: $40-$49,Paying cash rent: $50-$59,Paying cash rent: $60-$69,Paying cash rent: $70-$79,Paying cash rent: $80-$89,Paying cash rent: $90-$99,Paying cash rent: $100-$119,Paying cash rent: $120-$149,Paying cash rent: $150-$199,Paying cash rent: $200-$249,Paying cash rent: $250-$299,Paying cash rent: $300 or more,Without payment of cash rent,Total
"G25002500812","1970","1","1","Massachusetts","25","Suffolk","025",,,"0812",,"1120",,"Tract  812","0","1","C",14,10,101,36,196,504,64,84,90,99,45,0,0,0,5,5048
"G25002500813","1970","1","1","Massachusetts","25","Suffolk","025",,,"0813",,"1120",,"Tract  813","0","1","C",0,6,0,0,31,76,76,127,312,369,84,6,5,4,0,4048
"G25002500814","1970","1","1","Massachusetts","25","Suffolk","025",,,"0814",,"1120",,"Tract  814","0","1","C",0,5,6,19,45,75,90,67,136,101,31,6,0,0,21,2244
"G25002500815","1970","1","1","Massachusetts","25","Suffolk","025",,,"0815",,"1120",,"Tract  815","0","1","C",0,0,0,0,32,21,15,64,214,183,45,0,0,7,0,2906
"G25002500816","1970","1","1","Massachusetts","25","Suffolk","025",,,"0816",,"1120",,"Tract  816","0","1","C",0,0,0,7,17,20,25,9,51,73,15,0,0,0,0,945
"G25002500817","1970","1","1","Massachusetts","25","Suffolk","025",,,"0817",,"1120",,"Tract  817","0","1","C",5,0,31,14,99,105,82,86,300,292,177,5,0,0,7,4831
"G25002500818","1970","1","1","Massachusetts","25","Suffolk","025",,,"0818",,"1120",,"Tract  818","0","1","C",0,0,0,5,45,22,70,83,235,339,79,15,6,0,11,3811
"G25002500819","1970","1","1","Massachusetts","25","Suffolk","025",,,"0819",,"1120",,"Tract  819","0","1","C",0,0,0,6,15,48,64,58,433,297,115,16,0,0,0,4191
"G25002500820","1970","1","1","Massachusetts","25","Suffolk","025",,,"0820",,"1120",,"Tract  820","0","1","C",0,0,10,10,5,54,38,57,271,261,48,12,0,0,0,3537
"G25002500821","1970","1","1","Massachusetts","25","Suffolk","025",,,"0821",,"1120",,"Tract  821","0","1","C",0,0,44,57,56,179,33,75,550,589,186,9,0,0,5,5523
"G25002500901","1970","1","1","Massachusetts","25","Suffolk","025",,,"0901",,"1120",,"Tract  901","0","1","C",0,0,4,8,15,109,91,96,431,522,183,14,0,0,5,6377
"G25002500902","1970","1","1","Massachusetts","25","Suffolk","025",,,"0902",,"1120",,"Tract  902","0","1","C",0,5,11,10,4,72,18,18,187,242,69,10,4,0,6,2558
"G25002500903","1970","1","1","Massachusetts","25","Suffolk","025",,,"0903",,"1120",,"Tract  903","0","1","C",0,0,0,5,21,50,51,43,185,307,122,5,0,0,5,3189
"G25002500904","1970","1","1","Massachusetts","25","Suffolk","025",,,"0904",,"1120",,"Tract  904","0","1","C",0,5,0,0,17,21,26,82,121,149,71,0,0,0,4,2468
"G25002500905","1970","1","1","Massachusetts","25","Suffolk","025",,,"0905",,"1120",,"Tract  905","0","1","C",0,0,0,5,9,28,71,41,133,130,55,0,0,0,0,2345
"G25002500906","1970","1","1","Massachusetts","25","Suffolk","025",,,"0906",,"1120",,"Tract  906","0","1","C",0,11,0,22,49,58,48,70,152,108,57,0,0,0,9,2602
"G25002500907","1970","1","1","Massachusetts","25","Suffolk","025",,,"0907",,"1120",,"Tract  907","0","1","C",0,0,0,5,14,29,22,116,286,309,59,20,0,0,0,3790
"G25002500908","1970","1","1","Massachusetts","25","Suffolk","025",,,"0908",,"1120",,"Tract  908","0","1","C",0,0,0,10,26,14,11,61,88,90,41,0,0,0,5,1614
"G25002500909","1970","1","1","Massachusetts","25","Suffolk","025",,,"0909",,"1120",,"Tract  909","0","1","C",0,12,132,42,196,587,73,107,26,0,0,0,0,0,0,4650
"G25002500910","1970","1","1","Massachusetts","25","Suffolk","025",,,"0910",,"1120",,"Tract  910","0","1","C",0,0,0,5,14,24,59,59,167,270,178,25,0,0,4,3660
"G25002500911","1970","1","1","Massachusetts","25","Suffolk","025",,,"0911",,"1120",,"Tract  911","0","1","C",0,0,0,0,10,26,52,136,338,528,121,12,0,0,0,6281
"G25002500912","1970","1","1","Massachusetts","25","Suffolk","025",,,"0912",,"1120",,"Tract  912","0","1","C",0,0,20,4,66,76,49,81,264,298,123,11,0,0,6,3571
"G25002500913","1970","1","1","Massachusetts","25","Suffolk","025",,,"0913",,"1120",,"Tract  913","0","1","C",0,0,15,0,8,22,48,58,157,207,80,8,0,0,0,2780
"G25002500914","1970","1","1","Massachusetts","25","Suffolk","025",,,"0914",,"1120",,"Tract  914","0","1","C",0,0,18,0,31,47,39,59,213,158,94,18,0,0,10,3335
"G25002500915","1970","1","1","Massachusetts","25","Suffolk","025",,,"0915",,"1120",,"Tract  915","0","1","C",0,6,4,0,17,9,69,85,350,510,181,14,0,0,0,5660
"G25002500916","1970","1","1","Massachusetts","25","Suffolk","025",,,"0916",,"1120",,"Tract  916","0","1","C",0,0,0,0,5,16,39,58,184,361,122,10,0,0,5,3586
"G25002500917","1970","1","1","Massachusetts","25","Suffolk","025",,,"0917",,"1120",,"Tract  917","0","1","C",0,0,0,0,5,19,29,55,245,319,48,0,0,0,0,3815
"G25002500918","1970","1","1","Massachusetts","25","Suffolk","025",,,"0918",,"1120",,"Tract  918","0","1","C",0,0,0,18,20,13,21,59,204,375,155,5,6,0,5,4729
"G25002500919","1970","1","1","Massachusetts","25","Suffolk","025",,,"0919",,"1120",,"Tract  919","0","1","C",0,0,0,0,7,44,36,46,158,387,245,30,0,0,7,5298
"G25002500920","1970","1","1","Massachusetts","25","Suffolk","025",,,"0920",,"1120",,"Tract  920","0","1","C",0,0,5,0,18,34,23,80,284,464,249,16,0,0,9,6541
"G25002500921","1970","1","1","Massachusetts","25","Suffolk","025",,,"0921",,"1120",,"Tract  921","0","1","C",0,0,0,12,16,25,74,72,425,611,202,27,0,4,30,6992
"G25002500922","1970","1","1","Massachusetts","25","Suffolk","025",,,"0922",,"1120",,"Tract  922","0","1","C",0,5,0,0,59,23,29,17,221,208,119,0,0,0,13,4315
"G25002500923","1970","1","1","Massachusetts","25","Suffolk","025",,,"0923",,"1120",,"Tract  923","0","1","C",0,0,0,5,4,5,26,32,190,293,183,15,0,0,0,3741
"G25002500924","1970","1","1","Massachusetts","25","Suffolk","025",,,"0924",,"1120",,"Tract  924","0","1","C",5,0,27,18,91,167,51,104,346,563,359,20,12,0,13,7489
"G25002501001","1970","1","1","Massachusetts","25","Suffolk","025",,,"1001",,"1120",,"Tract 1001","0","1","C",0,0,0,107,214,208,65,81,138,566,427,35,0,0,6,7623
"G25002501002","1970","1","1","Massachusetts","25","Suffolk","025",,,"1002",,"1120",,"Tract 1002","0","1","C",0,0,0,0,0,0,4,17,153,395,355,28,0,0,0,4340
"G25002501003","1970","1","1","Massachusetts","25","Suffolk","025",,,"1003",,"1120",,"Tract 1003","0","1","C",0,0,0,0,5,0,26,31,209,432,136,17,0,0,15,4591
"G25002501004","1970","1","1","Massachusetts","25","Suffolk","025",,,"1004",,"1120",,"Tract 1004","0","1","C",0,0,0,0,10,12,27,51,113,408,257,6,0,0,4,5233
"G25002501005","1970","1","1","Massachusetts","25","Suffolk","025",,,"1005",,"1120",,"Tract 1005","0","1","C",0,0,4,0,8,4,90,71,326,697,276,17,0,0,29,7396
"G25002501006","1970","1","1","Massachusetts","25","Suffolk","025",,,"1006",,"1120",,"Tract 1006","0","1","C",0,0,0,14,12,26,57,81,339,690,456,25,0,4,35,9637
"G25002501007","1970","1","1","Massachusetts","25","Suffolk","025",,,"1007",,"1120",,"Tract 1007","0","1","C",0,0,0,0,0,5,6,15,163,326,183,10,0,0,10,5348
"G25002501008","1970","1","1","Massachusetts","25","Suffolk","025",,,"1008",,"1120",,"Tract 1008","0","1","C",0,0,33,0,29,16,27,29,159,382,391,19,0,5,9,6114
"G25002501009","1970","1","1","Massachusetts","25","Suffolk","025",,,"1009",,"1120",,"Tract 1009","0","1","C",0,0,5,4,5,10,22,27,126,225,212,0,5,5,0,4540
"G25002501010","1970","1","1","Massachusetts","25","Suffolk","025",,,"1010",,"1120",,"Tract 1010","0","1","C",0,0,5,11,9,5,15,35,229,513,1040,265,45,6,34,11250
"G25002501011","1970","1","1","Massachusetts","25","Suffolk","025",,,"1011",,"1120",,"Tract 1011","0","1","C",0,0,0,0,6,12,12,6,220,838,811,104,6,6,19,9428
"G25002501101","1970","1","1","Massachusetts","25","Suffolk","025",,,"1101",,"1120",,"Tract 1101","0","1","C",0,16,0,67,101,74,28,24,236,673,340,11,0,0,16,8048
"G25002501102","1970","1","1","Massachusetts","25","Suffolk","025",,,"1102",,"1120",,"Tract 1102","0","1","C",0,0,0,5,0,4,14,21,81,274,169,20,0,0,0,2285
"G25002501103","1970","1","1","Massachusetts","25","Suffolk","025",,,"1103",,"1120",,"Tract 1103","0","1","C",0,0,0,4,0,5,6,5,61,110,128,8,0,0,5,2722
"G25002501104","1970","1","1","Massachusetts","25","Suffolk","025",,,"1104",,"1120",,"Tract 1104","0","1","C",0,6,0,6,8,24,36,52,183,446,382,23,0,0,11,8184
"G25002501105","1970","1","1","Massachusetts","25","Suffolk","025",,,"1105",,"1120",,"Tract 1105","0","1","C",0,0,0,6,8,18,29,53,220,461,396,13,6,0,16,8813
"G25002501106","1970","1","1","Massachusetts","25","Suffolk","025",,,"1106",,"1120",,"Tract 1106","0","1","C",0,6,0,0,5,15,20,40,152,393,319,37,15,9,28,9973
"G25002501201","1970","1","1","Massachusetts","25","Suffolk","025",,,"1201",,"1120",,"Tract 1201","0","1","C",0,0,0,45,39,47,39,31,149,329,306,92,29,5,29,7659
"G25002501202","1970","1","1","Massachusetts","25","Suffolk","025",,,"1202",,"1120",,"Tract 1202","0","1","C",0,0,0,4,12,25,79,64,228,445,251,33,0,0,14,4418
"G25002501203","1970","1","1","Massachusetts","25","Suffolk","025",,,"1203",,"1120",,"Tract 1203","0","1","C",0,0,5,0,27,65,79,121,319,428,113,12,0,0,10,5567
"G25002501204","1970","1","1","Massachusetts","25","Suffolk","025",,,"1204",,"1120",,"Tract 1204","0","1","C",0,0,40,6,59,16,66,120,352,588,283,93,9,0,70,7306
"G25002501205","1970","1","1","Massachusetts","25","Suffolk","025",,,"1205",,"1120",,"Tract 1205","0","1","C",0,6,0,22,27,47,44,62,165,185,43,0,0,0,0,2369
"G25002501206","1970","1","1","Massachusetts","25","Suffolk","025",,,"1206",,"1120",,"Tract 1206","0","1","C",0,0,6,18,5,22,30,55,228,296,140,0,0,0,0,3478
"G25002501207","1970","1","1","Massachusetts","25","Suffolk","025",,,"1207",,"1120",,"Tract 1207","0","1","C",0,0,0,7,0,6,23,18,58,210,172,73,78,140,10,2483
"G25002501301","1970","1","1","Massachusetts","25","Suffolk","025",,,"1301",,"1120",,"Tract 1301","0","1","C",0,0,0,0,0,5,0,5,30,46,212,57,0,0,20,6111
"G25002501302","1970","1","1","Massachusetts","25","Suffolk","025",,,"1302",,"1120",,"Tract 1302","0","1","C",0,0,0,0,0,5,4,6,52,122,218,58,4,0,22,6235
"G25002501303","1970","1","1","Massachusetts","25","Suffolk","025",,,"1303",,"1120",,"Tract 1303","0","1","C",0,0,0,0,0,5,5,10,27,136,163,48,0,12,21,6210
"G25002501304","1970","1","1","Massachusetts","25","Suffolk","025",,,"1304",,"1120",,"Tract 1304","0","1","C",0,0,10,0,0,0,0,10,136,773,797,224,5,0,0,12628
"G25002501401","1970","1","1","Massachusetts","25","Suffolk","025",,,"1401",,"1120",,"Tract 1401","0","1","C",0,0,25,26,127,157,83,122,310,581,424,33,29,0,42,14963
"G25002501402","1970","1","1","Massachusetts","25","Suffolk","025",,,"1402",,"1120",,"Tract 1402","0","1","C",0,0,0,5,16,36,80,57,173,407,366,117,5,0,16,9688
"G25002501403","1970","1","1","Massachusetts","25","Suffolk","025",,,"1403",,"1120",,"Tract 1403","0","1","C",0,0,0,6,17,16,36,48,170,310,302,87,5,0,27,6253
"G25002501404","1970","1","1","Massachusetts","25","Suffolk","025",,,"1404",,"1120",,"Tract 1404","0","1","C",0,0,0,5,0,12,6,10,84,216,469,70,14,0,49,7360
"G25002501501","1970","1","1","Massachusetts","25","Suffolk","025",,,"1501",,"1120",,"Tract 1501","0","1","C",-1,,,,,,,,,,,,,,,1223
"G25002501601","1970","1","1","Massachusetts","25","Suffolk","025",,,"1601",,"1120",,"Tract 1601","1","1","C",0,0,5,21,10,67,100,134,353,461,88,0,0,0,20,5568
"G25002501602","1970","1","1","Massachusetts","25","Suffolk","025",,,"1602",,"1120",,"Tract 1602","1","1","C",5,0,39,32,30,84,135,191,308,273,45,0,0,0,8,4581
"G25002501603","1970","1","1","Massachusetts","25","Suffolk","025",,,"1603",,"1120",,"Tract 1603","1","1","C",-1,,,,,,,,,,,,,,,550
"G25002501604","1970","1","1","Massachusetts","25","Suffolk","025",,,"1604",,"1120",,"Tract 1604","1","1","C",0,11,67,44,137,176,145,191,267,191,72,0,0,0,5,4049
"G25002501605","1970","1","1","Massachusetts","25","Suffolk","025",,,"1605",,"1120",,"Tract 1605","1","1","C",0,16,38,24,137,166,217,274,426,381,171,6,5,6,18,7944
"G25002501606","1970","1","1","Massachusetts","25","Suffolk","025",,,"1606",,"1120",,"Tract 1606","1","1","C",9,0,13,48,64,137,71,191,279,361,220,83,0,0,14,7546
"G25002501607","1970","1","1","Massachusetts","25","Suffolk","025",,,"1607",,"1120",,"Tract 1607","1","1","C",-1,,,,,,,,,,,,,,,405
"G25002501701","1970","1","1","Massachusetts","25","Suffolk","025",,,"1701",,"1120",,"Tract 1701","1","1","C",0,0,0,15,6,26,30,48,165,273,116,5,6,0,17,6846
"G25002501702","1970","1","1","Massachusetts","25","Suffolk","025",,,"1702",,"1120",,"Tract 1702","1","1","C",0,0,24,51,73,16,76,56,121,195,85,6,4,0,0,4244
"G25002501703","1970","1","1","Massachusetts","25","Suffolk","025",,,"1703",,"1120",,"Tract 1703","1","1","C",0,6,0,0,0,0,42,16,111,138,74,11,0,0,42,6629
"G25002501704","1970","1","1","Massachusetts","25","Suffolk","025",,,"1704",,"1120",,"Tract 1704","1","1","C",0,0,20,11,20,31,42,82,177,158,44,0,0,0,10,4097
"G25002501705","1970","1","1","Massachusetts","25","Suffolk","025",,,"1705",,"1120",,"Tract 1705","1","1","C",0,0,0,5,62,35,52,10,132,181,161,19,0,6,27,4421
"G25002501706","1970","1","1","Massachusetts","25","Suffolk","025",,,"1706",,"1120",,"Tract 1706","1","1","C",0,0,0,9,4,11,40,50,156,319,70,4,5,4,13,4962
"G25002501707","1970","1","1","Massachusetts","25","Suffolk","025",,,"1707",,"1120",,"Tract 1707","1","1","C",0,0,12,41,40,44,100,139,512,511,193,32,11,0,19,6672
"G25002501708","1970","1","1","Massachusetts","25","Suffolk","025",,,"1708",,"1120",,"Tract 1708","1","1","C",0,0,5,0,37,33,77,62,280,266,176,10,0,0,28,5288
"G25002501801","1970","1","1","Massachusetts","25","Suffolk","025",,,"1801",,"1120",,"Tract 1801","1","1","C",0,0,0,0,10,14,21,36,94,222,192,24,0,0,6,3832
"G25002501802","1970","1","1","Massachusetts","25","Suffolk","025",,,"1802",,"1120",,"Tract 1802","1","1","C",0,0,5,29,0,23,44,47,130,189,179,31,0,0,14,5301
"G25002501803","1970","1","1","Massachusetts","25","Suffolk","025",,,"1803",,"1120",,"Tract 1803","1","1","C",0,0,5,0,0,0,0,20,53,104,137,0,0,0,5,3950
"G25002501804","1970","1","1","Massachusetts","25","Suffolk","025",,,"1804",,"1120",,"Tract 1804","1","1","C",0,0,0,0,0,0,16,4,41,127,102,65,5,0,15,2190
"G25002501805","1970","1","1","Massachusetts","25","Suffolk","025",,,"1805",,"1120",,"Tract 1805","1","1","C",0,0,0,0,15,17,65,55,145,346,223,26,14,0,32,5062
"G25002707001","1970","1","1","Massachusetts","25","Worcester","027",,,"7001",,,,"Tract 7001","0","1","B",0,0,0,8,8,13,14,0,31,30,17,10,0,0,47,3484
"G25002707011","1970","1","1","Massachusetts","25","Worcester","027",,,"7011",,,,"Tract 7011","0","1","B",6,7,6,97,40,87,109,101,116,51,37,4,0,0,17,6569
"G25002707021","1970","1","1","Massachusetts","25","Worcester","027",,,"7021",,,,"Tract 7021","0","1","B",0,5,0,7,26,43,46,49,76,6,7,0,0,0,32,3999
"G25002707031","1970","1","1","Massachusetts","25","Worcester","027",,,"7031",,,,"Tract 7031","0","1","B",0,35,38,34,118,96,109,74,81,30,4,3,0,0,18,3765
"G25002707041","1970","1","1","Massachusetts","25","Worcester","027",,,"7041",,,,"Tract 7041","0","1","B",0,7,0,54,30,42,59,40,47,39,0,0,0,6,55,6326
"G25002707051","1970","1","1","Massachusetts","25","Worcester","027",,,"7051",,,,"Tract 7051","0","1","B",5,0,5,8,39,34,41,31,34,5,7,0,0,0,48,5839
"G25002707061","1970","1","1","Massachusetts","25","Worcester","027",,,"7061",,,,"Tract 7061","0","1","B",0,0,0,0,0,6,20,0,6,0,0,0,0,0,19,1410
"G25002707071","1970","1","1","Massachusetts","25","Worcester","027",,,"7071",,,,"Tract 7071","0","1","B",0,0,6,12,28,24,31,34,32,50,5,0,0,0,26,3409
"G25002707072","1970","1","1","Massachusetts","25","Worcester","027",,,"7072",,,,"Tract 7072","0","1","B",0,10,12,55,53,43,58,85,86,34,6,0,0,0,10,2234
"G25002707073","1970","1","1","Massachusetts","25","Worcester","027",,,"7073",,,,"Tract 7073","0","1","B",0,33,36,75,153,175,193,153,133,68,10,0,0,0,0,4857
"G25002707074","1970","1","1","Massachusetts","25","Worcester","027",,,"7074",,,,"Tract 7074","0","1","B",0,0,17,16,58,93,87,54,91,28,10,0,0,0,46,4568
"G25002707075","1970","1","1","Massachusetts","25","Worcester","027",,,"7075",,,,"Tract 7075","0","1","B",0,7,0,70,18,37,44,43,93,35,37,3,6,0,4,4680
"G25002707081","1970","1","1","Massachusetts","25","Worcester","027",,,"7081",,"2600",,"Tract 7081","0","1","B",0,0,0,0,0,0,12,20,16,36,10,0,0,0,56,4273
"G25002707091","1970","1","1","Massachusetts","25","Worcester","027",,,"7091",,"2600",,"Tract 7091","0","1","B",0,0,0,0,0,5,6,8,0,0,6,0,0,0,0,1015
"G25002707092","1970","1","1","Massachusetts","25","Worcester","027",,,"7092",,"2600",,"Tract 7092","0","1","B",0,8,64,65,44,66,143,137,294,168,142,0,0,0,35,10697
"G25002707093","1970","1","1","Massachusetts","25","Worcester","027",,,"7093",,"2600",,"Tract 7093","0","1","B",0,7,57,7,55,46,40,43,30,31,0,0,0,0,10,770
"G25002707094","1970","1","1","Massachusetts","25","Worcester","027",,,"7094",,"2600",,"Tract 7094","0","1","B",0,0,25,19,80,148,114,183,303,165,46,0,0,0,16,5721
"G25002707095","1970","1","1","Massachusetts","25","Worcester","027",,,"7095",,"2600",,"Tract 7095","0","1","B",0,0,12,13,0,0,13,6,38,30,21,27,0,0,6,5045
"G25002707096","1970","1","1","Massachusetts","25","Worcester","027",,,"7096",,"2600",,"Tract 7096","0","1","B",0,0,6,10,10,10,19,30,50,37,35,0,0,0,4,1589
"G25002707097","1970","1","1","Massachusetts","25","Worcester","027",,,"7097",,"2600",,"Tract 7097","0","1","B",5,0,9,58,43,50,94,61,132,169,121,33,10,4,47,8102
"G25002707101","1970","1","1","Massachusetts","25","Worcester","027",,,"7101",,"2600",,"Tract 7101","0","1","B",0,0,24,11,54,94,157,143,253,80,34,0,0,0,24,4969
"G25002707102","1970","1","1","Massachusetts","25","Worcester","027",,,"7102",,"2600",,"Tract 7102","0","1","B",0,0,0,67,60,84,61,46,47,23,21,5,9,0,24,5929
"G25002707103","1970","1","1","Massachusetts","25","Worcester","027",,,"7103",,"2600",,"Tract 7103","0","1","B",0,0,5,5,25,9,30,46,149,14,5,0,0,0,18,3220
"G25002707104","1970","1","1","Massachusetts","25","Worcester","027",,,"7104",,"2600",,"Tract 7104","0","1","B",0,0,0,10,25,25,45,71,67,34,11,0,0,0,28,2765
"G25002707105","1970","1","1","Massachusetts","25","Worcester","027",,,"7105",,"2600",,"Tract 7105","0","1","B",5,16,28,56,151,134,151,111,157,32,5,10,0,0,20,3823
"G25002707106","1970","1","1","Massachusetts","25","Worcester","027",,,"7106",,"2600",,"Tract 7106","0","1","B",0,0,15,53,96,137,228,161,411,186,28,0,0,0,15,8156
"G25002707107","1970","1","1","Massachusetts","25","Worcester","027",,,"7107",,"2600",,"Tract 7107","0","1","B",0,23,44,139,72,93,84,89,98,146,12,0,0,0,0,1781
"G25002707108","1970","1","1","Massachusetts","25","Worcester","027",,,"7108",,"2600",,"Tract 7108","0","1","B",0,6,46,32,102,110,185,199,197,99,40,6,0,0,37,5168
"G25002707109","1970","1","1","Massachusetts","25","Worcester","027",,,"7109",,"2600",,"Tract 7109","0","1","B",-1,,,,,,,,,,,,,,,574
"G25002707110","1970","1","1","Massachusetts","25","Worcester","027",,,"7110",,"2600",,"Tract 7110","0","1","B",0,6,10,0,57,41,81,108,124,106,132,0,0,0,34,3849
"G25002707111","1970","1","1","Massachusetts","25","Worcester","027",,,"7111",,"2600",,"Tract 7111","0","1","B",0,0,0,0,0,18,12,16,7,12,12,4,0,0,23,3109
"G25002707121","1970","1","1","Massachusetts","25","Worcester","027",,,"7121",,"2600",,"Tract 7121","0","1","B",0,0,0,7,14,9,24,9,36,58,51,16,0,0,23,7419
"G25002707131","1970","1","1","Massachusetts","25","Worcester","027",,,"7131",,,,"Tract 7131","0","1","B",0,8,0,49,41,25,70,77,84,51,59,24,5,0,43,6095
"G25002707141","1970","1","1","Massachusetts","25","Worcester","027",,,"7141",,,,"Tract 7141","0","1","B",0,0,0,0,0,5,0,0,199,58,10,0,0,0,1067,10464
"G25002707142","1970","1","1","Massachusetts","25","Worcester","027",,,"7142",,,,"Tract 7142","0","1","B",0,0,0,0,0,10,6,5,42,17,38,7,0,10,12,2962
"G25002707151","1970","1","1","Massachusetts","25","Worcester","027",,,"7151",,,,"Tract 7151","0","1","B",0,0,0,0,0,0,6,21,5,25,14,11,0,0,6,1849
"G25002707161","1970","1","1","Massachusetts","25","Worcester","027",,,"7161",,,,"Tract 7161","0","1","B",0,5,12,46,90,64,89,52,82,111,43,0,5,0,54,6344
"G25002707162","1970","1","1","Massachusetts","25","Worcester","027",,,"7162",,,,"Tract 7162","0","1","B",4,5,5,8,12,9,67,86,98,112,28,0,0,0,13,3302
"G25002707163","1970","1","1","Massachusetts","25","Worcester","027",,,"7163",,,,"Tract 7163","0","1","B",0,0,95,95,99,90,71,59,72,126,46,0,0,0,25,3737
"G25002707171","1970","1","1","Massachusetts","25","Worcester","027",,,"7171",,"9240",,"Tract 7171","0","1","B",0,0,0,0,5,6,0,6,11,17,17,0,5,0,6,2155
"G25002707181","1970","1","1","Massachusetts","25","Worcester","027",,,"7181",,"9240",,"Tract 7181","0","1","B",0,0,4,4,13,0,10,22,18,20,14,5,0,4,32,2732
"G25002707191","1970","1","1","Massachusetts","25","Worcester","027",,,"7191",,"9240",,"Tract 7191","0","1","B",0,0,9,4,0,13,20,13,25,57,10,0,0,5,14,4247
"G25002707201","1970","1","1","Massachusetts","25","Worcester","027",,,"7201",,,,"Tract 7201","0","1","B",4,0,0,0,0,0,0,6,4,11,16,0,0,0,16,1708
"G25002707211","1970","1","1","Massachusetts","25","Worcester","027",,,"7211",,,,"Tract 7211","0","1","B",0,5,15,6,9,5,28,21,64,25,0,0,0,0,0,3886
"G25002707221","1970","1","1","Massachusetts","25","Worcester","027",,,"7221",,,,"Tract 7221","0","1","B",0,6,25,13,15,47,30,44,62,51,6,5,0,0,23,3705
"G25002707231","1970","1","1","Massachusetts","25","Worcester","027",,,"7231",,,,"Tract 7231","0","1","B",0,12,26,22,19,35,48,55,35,13,5,0,0,0,47,3052
"G25002707241","1970","1","1","Massachusetts","25","Worcester","027",,,"7241",,,,"Tract 7241","0","1","B",0,4,4,5,0,9,22,10,23,57,18,0,0,0,37,2653
"G25002707251","1970","1","1","Massachusetts","25","Worcester","027",,,"7251",,"9240",,"Tract 7251","0","1","B",7,7,0,31,7,33,41,52,39,20,0,0,0,0,13,2927
"G25002707261","1970","1","1","Massachusetts","25","Worcester","027",,,"7261",,"9240",,"Tract 7261","0","1","B",0,0,6,0,13,10,10,6,19,12,0,0,0,0,32,2884
"G25002707262","1970","1","1","Massachusetts","25","Worcester","027",,,"7262",,"9240",,"Tract 7262","0","1","B",4,7,34,37,82,147,152,134,178,100,48,0,0,0,30,5895
"G25002707271","1970","1","1","Massachusetts","25","Worcester","027",,,"7271",,"9240",,"Tract 7271","0","1","B",0,0,0,4,0,0,0,0,15,14,0,0,0,0,10,3646
"G25002707281","1970","1","1","Massachusetts","25","Worcester","027",,,"7281",,"9240",,"Tract 7281","0","1","B",0,0,0,0,4,4,0,0,29,29,0,4,6,7,0,2004
"G25002707282","1970","1","1","Massachusetts","25","Worcester","027",,,"7282",,"9240",,"Tract 7282","0","1","B",0,0,0,0,0,0,0,0,14,16,6,0,0,0,9,3371
"G25002707283","1970","1","1","Massachusetts","25","Worcester","027",,,"7283",,"9240",,"Tract 7283","0","1","B",0,0,5,0,5,10,19,5,56,28,42,14,5,4,28,3876
"G25002707284","1970","1","1","Massachusetts","25","Worcester","027",,,"7284",,"9240",,"Tract 7284","0","1","B",0,0,0,8,8,12,13,16,17,17,9,9,0,0,14,3326
"G25002707291","1970","1","1","Massachusetts","25","Worcester","027",,,"7291",,"9240",,"Tract 7291","0","1","B",0,0,0,5,0,0,0,17,10,15,28,0,0,0,12,2873
"G25002707292","1970","1","1","Massachusetts","25","Worcester","027",,,"7292",,"9240",,"Tract 7292","0","1","B",0,0,4,6,6,11,6,17,27,69,18,0,4,0,17,3538
"G25002707301","1970","1","1","Massachusetts","25","Worcester","027",,,"7301",,"9240",,"Tract 7301","0","1","B",0,0,5,8,0,6,21,11,57,93,46,0,0,0,4,5097
"G25002707302","1970","1","1","Massachusetts","25","Worcester","027",,,"7302",,"9240",,"Tract 7302","0","1","B",0,0,0,0,5,0,5,5,31,214,141,9,0,0,41,6119
"G25002707303","1970","1","1","Massachusetts","25","Worcester","027",,,"7303",,"9240",,"Tract 7303","0","1","B",0,0,5,22,21,27,37,87,272,174,67,10,5,0,21,5565
"G2500270730401","1970","1","1","Massachusetts","25","Worcester","027",,,"730401",,"9240",,"Tract 7304.01","0","1","B",0,0,0,0,5,16,5,5,10,40,120,20,0,0,42,2973
"G2500270730402","1970","1","1","Massachusetts","25","Worcester","027",,,"730402",,"9240",,"Tract 7304.02","0","1","B",0,6,0,0,6,5,39,31,98,112,34,5,0,0,10,2249
"G25002707305","1970","1","1","Massachusetts","25","Worcester","027",,,"7305",,"9240",,"Tract 7305","0","1","B",0,5,0,6,32,34,56,89,267,136,52,49,0,8,12,3981
"G25002707306","1970","1","1","Massachusetts","25","Worcester","027",,,"7306",,"9240",,"Tract 7306","0","1","B",0,0,0,5,5,5,45,31,53,48,127,52,10,5,24,6093
"G25002707307","1970","1","1","Massachusetts","25","Worcester","027",,,"7307",,"9240",,"Tract 7307","0","1","B",0,0,0,0,0,17,0,17,24,38,32,44,5,5,19,5615
