GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DGO001,DG0001,DG0002,DG0003,DG0004,DG0005,DG0006,DG0007,DG0008,DG0009,DG0010,DG0011,DG0012,DG0013,DG0014,DG0015,DG0016,DG0017,DG0018,DG0019,DG1001,DG1002,DG1003,DG1004,DG1005,DG1006,DG6001,DG6002,DG6003,DG6004,DIB001,DIB002,DIB003,DIB004,DIB005,DIB006,DIB007,DIB008,DIB009,DIB010,DIB011,DIB012,DIB013,DID001,DID002,DID003,DID004,DID005,DID006,DID007,DID008,DID009,DID010,DID011,DID012,DID013,DID014,DID015,DID016,DID017,DIZ001
"G25002707001","1980","S","1","1","Massachusetts","25",,"Worcester","027","005",,"7001",,,,,,,"0150",,"B",,,,,"State: 25 County: 027 Tract: 7001","0","1","0","0","0","1","0","0","1","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0",4075,6,397,794,75,8,15,89,135,0,48,32,5,64,41,0,448,1714,68,136,720,898,240,555,248,108,3155,675,46,199,294,301,53,111,215,6,7,222,7,214,268,96,76,21,56,103,83,92,76,98,134,126,130,120,45,56,92,33,33,6,6731
"G25002707011","1980","S","1","1","Massachusetts","25",,"Worcester","027","295",,"7011",,,,,,,"4970",,"B",,,,,"State: 25 County: 027 Tract: 7011","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0",7019,0,737,1425,22,7,0,342,165,0,77,0,6,40,42,0,580,2876,240,460,1390,1633,305,1030,209,233,5506,1277,6,230,161,371,65,205,365,13,37,370,31,416,751,194,90,52,207,284,218,154,178,237,196,203,168,109,116,107,45,45,14,7,5694
"G25002707022","1980","S","1","1","Massachusetts","25",,"Worcester","027","205",,"7022",,,,,,,"3620",,"B",,,,,"State: 25 County: 027 Tract: 7022","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",955,3,127,80,16,4,6,40,11,2,14,0,4,2,8,0,81,386,117,54,211,147,72,113,34,13,741,182,0,32,29,48,9,23,41,4,3,64,2,43,117,20,14,6,30,25,20,26,45,39,30,14,12,22,11,16,4,8,5,0,5567
"G25002707031","1980","S","1","1","Massachusetts","25",,"Worcester","027","010",,"7031",,,,,,,"0200",,"B",,,,,"State: 25 County: 027 Tract: 7031","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0",3824,0,517,560,46,9,0,229,79,5,97,8,15,45,45,0,349,1228,402,190,680,622,59,328,43,39,3065,540,7,212,50,121,20,63,269,7,13,96,5,242,456,55,110,64,151,256,181,55,127,94,107,88,91,29,40,50,35,39,5,0,5453
"G25002707032","1980","S","1","1","Massachusetts","25",,"Worcester","027","010",,"7032",,,,,,,"0200",,"B",,,,,"State: 25 County: 027 Tract: 7032","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3605,0,507,478,48,0,0,85,83,0,94,5,26,38,63,5,328,1578,138,129,823,725,138,521,178,153,2782,557,7,259,131,114,23,110,304,11,4,76,18,222,359,85,51,18,113,173,137,86,101,133,69,81,67,85,63,58,47,46,30,0,6457
"G25002707033","1980","S","1","1","Massachusetts","25",,"Worcester","027","010",,"7033",,,,,,,"0200",,"B",,,,,"State: 25 County: 027 Tract: 7033","0","1","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0",3147,0,542,405,34,0,0,133,37,9,59,0,0,15,12,0,199,1326,140,236,630,639,157,426,148,86,2600,411,6,130,91,93,44,89,183,4,33,213,25,224,408,13,52,46,136,104,41,60,61,80,85,80,96,77,44,90,28,44,15,14,6901
"G25002707042","1980","S","1","1","Massachusetts","25",,"Worcester","027",,,"7042",,,,,,,,,"B",,,,,"State: 25 County: 027 Tract: 7042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2035,10,357,206,25,2,2,87,20,8,13,0,20,28,19,0,129,869,125,115,466,340,93,310,71,48,1599,338,10,88,86,148,54,49,93,2,9,100,36,117,164,22,33,7,29,33,57,68,55,54,64,39,53,34,30,45,29,21,12,9,6663
"G25002707051","1980","S","1","1","Massachusetts","25",,"Worcester","027","250",,"7051",,,,,,,"4230",,"B",,,,,"State: 25 County: 027 Tract: 7051","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",6070,21,529,1446,64,14,8,241,133,15,209,6,0,51,123,0,646,1789,335,440,782,900,270,528,99,198,5124,713,0,233,132,247,89,168,430,0,18,322,20,446,550,161,106,41,134,152,138,156,167,116,161,209,126,128,82,114,96,50,11,10,5933
"G25002707061","1980","S","1","1","Massachusetts","25",,"Worcester","027","110",,"7061",,,,,,,"1890",,"B",,,,,"State: 25 County: 027 Tract: 7061","0","0","1","0","1","1","0","0","0","0","0","1","1","1","0","1","0","0","0","1","0","1","0","0","1","0","0",1797,9,254,123,24,0,2,80,23,0,23,2,9,19,42,0,163,837,98,89,392,295,119,315,89,85,1457,238,8,94,74,132,30,73,90,4,3,74,39,139,114,37,21,14,29,25,42,49,30,32,73,67,45,34,22,49,24,24,7,0,6358
"G25002707071","1980","S","1","1","Massachusetts","25",,"Worcester","027","080","1370","7071",,,,,,,,,"B",,"4",,,"State: 25 County: 027 Tract: 7071","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0",3766,0,408,682,25,6,5,116,128,0,111,0,0,47,80,0,505,1176,182,295,387,602,122,359,114,147,3023,495,51,197,126,136,39,151,237,0,42,154,6,235,296,75,81,30,181,137,97,98,119,99,131,76,53,42,57,89,64,42,6,7,6022
"G25002707072","1980","S","1","1","Massachusetts","25",,"Worcester","027","080","1370","7072",,,,,,,,,"B",,"4",,,"State: 25 County: 027 Tract: 7072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1708,0,83,546,24,6,0,51,27,0,34,31,0,0,6,0,170,593,32,105,198,316,56,149,39,120,1268,198,10,232,48,50,30,55,142,0,53,62,0,148,242,15,66,25,71,43,55,92,59,70,48,54,46,19,23,10,31,18,7,0,6406
"G25002707073","1980","S","1","1","Massachusetts","25",,"Worcester","027","080","1370","7073",,,,,,,,,"B",,"4",,,"State: 25 County: 027 Tract: 7073","0","0","1","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0",4123,0,153,1435,31,12,5,77,45,0,286,10,8,19,41,0,714,854,183,250,291,379,44,334,93,142,3043,443,16,621,77,174,71,111,255,0,37,279,5,247,527,37,104,50,352,262,179,112,125,230,97,93,66,52,43,67,42,36,4,0,6076
"G25002707074","1980","S","1","1","Massachusetts","25",,"Worcester","027","080","1370","7074",,,,,,,,,"B",,"4",,,"State: 25 County: 027 Tract: 7074","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4038,0,205,1251,56,6,0,60,37,12,208,0,0,19,73,0,746,948,121,296,335,562,76,259,52,238,3010,514,12,502,131,128,78,135,393,13,39,272,9,258,494,91,71,17,102,123,100,155,240,128,75,117,125,90,71,134,28,20,13,0,6845
"G25002707075","1980","S","1","1","Massachusetts","25",,"Worcester","027","080","1370","7075",,,,,,,,,"B",,"4",,,"State: 25 County: 027 Tract: 7075","0","0","1","1","1","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",4265,6,364,688,74,12,0,243,92,12,127,0,0,44,95,0,587,1561,149,211,605,664,240,559,275,204,3107,734,31,393,194,282,94,153,284,9,21,226,35,167,352,51,82,82,129,110,137,105,150,141,136,108,90,115,68,94,56,49,29,13,7622
"G25002707081","1980","S","1","1","Massachusetts","25","2600","Worcester","027","290",,"7081",,,,,,,"4740",,"B",,,,,"State: 25 County: 027 Tract: 7081","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0",5139,49,423,714,49,28,0,204,130,7,55,6,5,47,59,0,915,2191,91,166,871,959,498,744,211,101,3946,863,0,330,268,360,87,257,424,7,37,222,32,351,272,67,60,31,62,91,133,135,100,127,128,116,146,170,113,186,37,86,53,12,7450
"G25002707091","1980","S","1","1","Massachusetts","25","2600","Worcester","027","125","2100","7091",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7091","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",1030,0,80,103,5,29,0,102,110,0,12,0,0,0,0,0,67,383,104,35,145,148,57,192,104,29,820,185,0,25,41,83,12,62,111,0,0,11,7,51,18,31,33,5,12,18,18,12,7,12,10,26,24,21,23,36,16,6,32,13,8483
"G25002707092","1980","S","1","1","Massachusetts","25","2600","Worcester","027","125","2100","7092",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7092","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0",11637,11,576,2033,230,30,7,579,1951,0,88,6,0,9,94,0,1172,3896,260,695,1385,1983,573,1573,1138,174,8704,1822,330,781,418,497,159,349,870,0,69,597,28,1048,867,223,294,150,341,287,310,340,342,379,262,335,291,320,190,225,156,108,58,15,6501
"G25002707093","1980","S","1","1","Massachusetts","25","2600","Worcester","027","125","2100","7093",,,,,,,,,"B",,"3","C",,"State: 25 County: 027 Tract: 7093","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0",621,0,63,62,0,0,0,20,68,0,0,0,0,14,0,0,144,183,17,50,63,126,16,47,71,0,487,45,18,71,31,8,0,11,29,0,21,27,0,70,89,27,9,28,95,15,36,47,63,26,12,22,16,0,7,10,9,0,0,0,7280
"G25002707094","1980","S","1","1","Massachusetts","25","2600","Worcester","027","125","2100","7094",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7094","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0",5061,4,243,2029,72,13,8,164,312,0,31,8,0,15,6,0,856,1002,74,224,315,632,111,414,223,76,3451,460,270,880,85,110,53,105,343,9,46,170,8,322,531,113,170,105,239,289,176,149,151,204,130,114,61,74,34,85,52,46,6,0,5404
"G25002707095","1980","S","1","1","Massachusetts","25","2600","Worcester","027","125","2100","7095",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7095","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0",6086,0,366,633,110,104,0,471,676,0,108,21,57,61,12,0,491,2425,177,374,872,992,444,1093,553,188,4638,893,79,476,351,384,139,356,571,0,44,228,10,288,373,79,101,22,85,69,104,146,150,176,212,289,150,117,99,144,154,46,93,22,7853
"G25002707096","1980","S","1","1","Massachusetts","25","2600","Worcester","027","125","2100","7096",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7096","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1448,0,88,366,36,22,0,123,121,0,12,0,0,5,6,0,113,452,43,61,157,227,44,236,195,12,1181,140,7,120,23,46,22,53,104,0,5,78,0,103,174,26,35,11,39,54,26,54,49,30,32,28,67,31,12,30,29,10,5,0,6488
"G25002707097","1980","S","1","1","Massachusetts","25","2600","Worcester","027","125","2100","7097",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7097","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0",8625,7,817,1497,83,33,10,838,860,0,127,10,63,107,80,0,854,2710,202,327,1134,1239,397,983,644,239,6629,1154,144,698,350,532,142,455,664,0,38,441,18,579,564,105,226,124,407,271,268,278,218,271,310,216,205,166,107,153,101,104,62,32,6929
"G25002707101","1980","S","1","1","Massachusetts","25","2600","Worcester","027","075","1280","7101",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7101","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0",4005,0,206,728,32,6,0,286,276,6,13,0,13,15,18,0,506,1480,71,349,559,870,181,650,268,56,3023,534,133,315,88,176,89,131,295,4,39,283,14,221,402,79,130,65,145,164,140,142,120,118,90,168,91,48,43,87,46,30,9,0,6125
"G25002707102","1980","S","1","1","Massachusetts","25","2600","Worcester","027","075","1280","7102",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7102","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0",5964,0,291,1263,131,5,0,277,702,6,41,8,5,6,0,0,824,1849,256,300,557,931,249,738,484,152,4548,865,102,449,182,243,112,268,516,0,82,301,10,384,430,88,73,52,169,195,180,133,100,141,157,176,110,118,106,101,81,114,36,8,6394
"G25002707103","1980","S","1","1","Massachusetts","25","2600","Worcester","027","075","1280","7103",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7103","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2827,0,228,459,40,15,0,195,83,0,26,4,6,10,10,0,218,1251,83,199,428,619,158,659,206,79,2425,251,15,136,50,145,48,98,237,8,15,114,0,164,268,25,48,10,41,108,53,57,72,95,98,70,99,73,53,43,23,28,0,0,6049
"G25002707104","1980","S","1","1","Massachusetts","25","2600","Worcester","027","075","1280","7104",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7104","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2427,0,86,997,56,53,0,76,116,0,24,7,0,6,0,0,377,503,49,77,211,286,76,210,127,32,1963,184,4,276,79,106,35,196,177,0,31,103,0,138,225,25,36,14,77,74,51,94,57,44,82,75,54,76,66,36,23,28,4,3,6656
"G25002707105","1980","S","1","1","Massachusetts","25","2600","Worcester","027","075","1280","7105",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7105","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0",3535,0,80,1259,134,6,16,80,209,0,38,7,0,0,0,0,347,1001,131,227,266,727,171,295,238,67,2590,420,26,499,81,68,63,59,213,10,23,193,0,243,397,76,77,23,235,180,108,123,89,96,113,129,39,49,43,37,12,28,18,0,5555
"G25002707106","1980","S","1","1","Massachusetts","25","2600","Worcester","027","075","1280","7106",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7106","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0",6955,5,281,1137,135,33,0,545,724,0,87,0,0,48,31,0,802,2245,156,726,815,1305,295,908,508,61,5649,746,102,458,199,317,124,259,690,23,34,331,11,277,622,164,181,58,304,211,290,231,225,221,154,179,157,97,82,115,68,90,30,10,6136
"G25002707107","1980","S","1","1","Massachusetts","25","2600","Worcester","027","075","1280","7107",,,,,,,,,"B",,"3","C",,"State: 25 County: 027 Tract: 7107","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0",1664,6,188,239,23,14,5,160,96,6,0,0,5,50,12,0,379,302,17,162,170,149,25,92,4,22,1132,316,51,165,69,54,13,65,95,6,10,91,0,37,97,34,34,98,320,196,66,50,40,16,35,28,34,7,13,20,0,0,6,0,4939
"G25002707108","1980","S","1","1","Massachusetts","25","2600","Worcester","027","075","1280","7108",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7108","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0",4669,5,458,581,88,167,11,333,196,7,24,16,7,20,12,0,997,1400,117,230,532,608,96,592,240,20,3432,736,32,469,117,308,89,199,359,7,12,244,0,190,302,87,115,99,337,181,272,182,139,179,112,84,67,50,63,25,50,46,50,32,6613
"G25002707109","1980","S","1","1","Massachusetts","25","2600","Worcester","027","075","1280","7109",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7109","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",935,0,61,38,21,8,0,147,59,7,20,13,6,0,7,0,72,460,8,8,156,171,24,258,106,58,804,112,0,19,0,14,0,51,102,0,7,116,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778
"G25002707110","1980","S","1","1","Massachusetts","25","2600","Worcester","027","075","1280","7110",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0",3290,19,344,525,73,67,0,326,90,0,24,19,0,29,12,8,422,900,157,275,268,411,164,350,105,33,2513,512,33,232,88,124,32,128,193,7,0,191,8,123,237,76,32,102,126,106,128,123,168,124,27,59,69,39,19,54,5,47,0,0,5136
"G25002707111","1980","S","1","1","Massachusetts","25","2600","Worcester","027","075","1280","7111",,,,,,,,,"B",,"3",,,"State: 25 County: 027 Tract: 7111","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0",3309,0,308,321,88,99,0,256,110,0,38,21,0,11,27,0,609,1103,84,234,551,380,137,438,160,31,2668,426,5,210,169,209,38,147,278,0,13,197,73,175,171,88,57,36,68,35,80,82,93,106,97,68,42,61,29,60,100,37,62,17,7413
"G25002707121","1980","S","1","1","Massachusetts","25","2600","Worcester","027","130",,"7121",,,,,,,"2200",,"B",,,,,"State: 25 County: 027 Tract: 7121","0","0","1","1","0","0","0","0","0","1","1","0","0","1","0","1","1","0","0","1","0","1","0","1","0","0","0",8405,12,1013,982,165,21,6,426,278,23,90,32,19,69,47,7,717,3454,312,732,1690,1372,540,1247,391,314,6527,1365,27,486,483,551,128,354,640,22,53,377,21,655,360,153,216,68,129,149,199,171,146,179,284,294,223,173,127,255,137,185,104,32,7911
"G25002707131","1980","S","1","1","Massachusetts","25",,"Worcester","027","115",,"7131",,,,,,,"2010",,"B",,,,,"State: 25 County: 027 Tract: 7131","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0",6334,17,654,347,243,20,0,384,288,13,120,20,18,31,25,5,675,2702,325,447,1205,877,630,1071,403,130,3793,1803,159,579,308,425,96,133,532,0,26,341,59,434,335,106,94,50,97,101,117,96,113,161,104,207,186,133,77,156,87,55,62,21,6575
"G25002707141","1980","S","1","1","Massachusetts","25",,"Worcester","027","095",,"7141",,,,,,,"1660",,"B",,,,,"State: 25 County: 027 Tract: 7141","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","1",8118,28,872,222,600,11,6,509,156,5,46,18,6,33,16,13,1595,3041,416,525,1194,550,1361,1369,189,195,940,6235,527,416,33,86,30,126,152,12,13,134,10,14,104,45,6,20,0,56,190,290,178,143,116,105,76,16,24,50,45,10,5,0,5221
"G25002707142","1980","S","1","1","Massachusetts","25",,"Worcester","027","095","9999","7142",,,,,,,"1660",,"B",,"9",,,"State: 25 County: 027 Tract: 7142","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",4052,48,655,87,163,4,11,248,157,14,13,0,50,96,54,57,150,1937,151,157,1192,289,520,685,195,65,2208,1597,51,196,466,599,115,196,246,29,21,60,43,112,104,34,35,13,16,19,43,25,27,53,103,61,60,56,46,114,111,278,216,78,12408
"G25002707151","1980","S","1","1","Massachusetts","25",,"Worcester","027","035",,"7151",,,,,,,"0430",,"B",,,,,"State: 25 County: 027 Tract: 7151","0","0","1","1","1","1","0","0","0","1","0","1","0","1","0","1","0","0","1","1","0","1","1","0","0","0","0",2530,2,357,48,101,3,12,148,91,8,50,4,25,42,12,27,118,1231,99,152,561,290,362,511,163,57,1755,661,21,93,189,269,54,112,182,8,17,73,25,174,74,37,37,17,20,23,23,45,27,52,46,70,42,53,36,77,85,93,68,21,9544
"G25002707161","1980","S","1","1","Massachusetts","25",,"Worcester","027","055","0790","7161",,,,,,,"0790",,"B",,"F",,,"State: 25 County: 027 Tract: 7161","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","0","0","1","0","0",6425,0,111,250,151,99,0,1453,473,0,354,0,10,51,82,0,558,2444,159,230,640,845,446,1360,655,292,5215,744,165,301,175,367,110,146,644,0,64,297,32,430,489,82,130,46,213,149,176,186,200,232,214,230,97,162,99,104,67,48,19,16,6341
"G25002707162","1980","S","1","1","Massachusetts","25",,"Worcester","027","055","0790","7162",,,,,,,"0790",,"B",,"F",,,"State: 25 County: 027 Tract: 7162","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","1","1","0","0","0","1","1","0","0",2873,25,100,266,125,69,0,429,195,0,154,0,22,35,11,0,247,978,24,193,418,317,211,517,107,95,2084,510,52,227,88,119,28,64,182,4,25,100,15,201,389,65,90,17,97,86,136,73,109,103,48,82,89,50,19,61,40,40,0,13,6616
"G25002707163","1980","S","1","1","Massachusetts","25",,"Worcester","027","055","0790","7163",,,,,,,"0790",,"B",,"F",,,"State: 25 County: 027 Tract: 7163","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0",3473,7,225,250,196,101,0,513,117,0,257,6,0,47,4,7,294,1102,187,160,385,387,273,484,182,196,2722,425,116,210,131,226,33,43,219,0,21,162,8,186,409,90,50,48,179,166,143,125,121,100,100,80,63,33,31,67,51,14,21,0,6034
"G25002707171","1980","S","1","1","Massachusetts","25","9240","Worcester","027","025",,"7171",,,,,,,"0370",,"B",,,,,"State: 25 County: 027 Tract: 7171","0","0","1","1","1","0","0","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0",2215,5,344,74,65,0,0,182,81,4,46,42,8,12,9,0,130,960,130,123,459,222,219,381,160,81,1772,365,7,71,124,182,51,91,183,3,10,82,58,140,122,40,33,7,27,19,24,43,31,45,58,62,63,55,44,48,39,66,27,10,7712
"G25002707181","1980","S","1","1","Massachusetts","25","9240","Worcester","027","040",,"7181",,,,,,,"0480",,"B",,,,,"State: 25 County: 027 Tract: 7181","0","0","1","1","1","0","0","0","0","1","1","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0",3470,6,236,111,74,6,0,259,82,14,97,19,27,37,103,7,333,1612,192,255,709,435,310,653,116,172,2629,650,6,185,258,330,80,228,279,15,56,161,24,245,65,33,36,19,60,35,41,65,76,128,68,121,74,61,54,155,108,62,48,22,8794
"G25002707191","1980","S","1","1","Massachusetts","25","9240","Worcester","027","235",,"7191",,,,,,,"4100",,"B",,,,,"State: 25 County: 027 Tract: 7191","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0",5440,17,573,360,137,19,0,466,197,28,133,0,0,60,89,6,337,2481,245,292,1067,956,485,900,288,265,4252,995,13,180,404,465,137,154,351,0,24,273,42,353,219,120,82,11,104,121,65,128,89,131,100,163,130,87,103,181,141,136,24,24,7515
"G25002707201","1980","S","1","1","Massachusetts","25",,"Worcester","027","200",,"7201",,,,,,,"3430",,"B",,,,,"State: 25 County: 027 Tract: 7201","0","0","1","1","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",2425,12,341,147,88,3,2,122,66,2,35,0,9,14,113,2,131,1095,99,144,527,228,213,423,122,86,1734,596,14,81,200,291,47,96,170,5,13,105,34,149,63,35,23,8,26,25,42,46,35,39,65,65,73,86,59,99,28,45,48,17,8917
"G25002707211","1980","S","1","1","Massachusetts","25",,"Worcester","027",,,"7211",,,,,,,,,"B",,,,,"State: 25 County: 027 Tract: 7211","0","1","1","1","1","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0",5328,9,628,270,115,18,0,468,160,30,106,10,22,44,131,0,456,2342,239,280,1161,763,273,835,308,228,4214,857,13,244,210,442,71,166,423,7,25,272,58,354,289,75,47,37,107,96,130,176,139,129,123,165,113,121,82,175,111,66,15,4,6803
